Latitude,Longitude,Altitude
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
62.474674,6.236540,43.70
